"","HYAMPOM","53"
"","HYDESVILLE","12"
"","IDYLLWILD","33"
"","IGNACIO","21"
"","IGO","45"
"","IMOLA","28"
"","IMPERIAL","13"
"","IMPERIAL BCH","37"
"","IMPERIAL BEACH","37"
"","INDEPENDENCE","14"
"","INDIAN WELLS","15"
"","INDIAN WELLS","33"
"","INDIO","33"
"","INDIO HILLS","19"
"","INDUSTRY","19"
"","INGLENOOK","23"
"","INGLEWOOD","19"
"","INVERNESS","21"
"","INYOKERN","15"
"","INYOKERN","54"
"","IONE","03"
"","IOWA HILL","31"
"","IRON MOUNTAIN","02"
"","IRVINE","30"
"","IRWINDALE","19"
"","ISLA VISTA","42"
"","ISLETON","34"
"","IVANHOE","54"
"","JACKSON","03"
"","JACKSONVILLE","55"
"","JACUMBA","37"
"","JAMESTOWN","55"
"","JAMUL","37"
"","JANESVILLE","18"
"","JARBO","04"
"","JENNER","49"
"","JOHANNESBURG","15"
"","JOHANNESBURG","36"
"","JOHNSON PARK","45"
"","JOHNSON VALLEY","36"
"","JOHNSON VLY","36"
"","JOHNSTONVILLE","18"
"","JOHNSTOWN","37"
"","JOHNSVILLE","32"
"","JOLON","27"
"","JONES VALLEY","45"
"","JOSHUA TREE","36"
"","JULIAN","37"
"","JUNCTION CITY","53"
"","JUNE LAKE","26"
"","JUNE LAKE JUNCTION","26"
"","JUNIPER HILLS","19"
"","JURUPA","33"
"","JURUPA VALLEY","33"
"","KAGEL CANYON","19"
"","KAWEAH","54"
"","KCNP","54"
"","KEELER","14"
"","KEENE","15"
"","KEENE SUMMIT","23"
"","KELSEY","09"
"","KELSEYVILLE","17"
"","KELSO","36"
"","KENSINGTON","01"
"","KENSINGTON","07"
"","KENT WOODLANDS","21"
"","KENTFIELD","21"
"","KENWOOD","49"
"","KERMAN","10"
"","KERN CITY","15"
"","KERNVILLE","15"
"","KESWICK","45"
"","KETTLEMAN CITY","16"
"","KETTLEMAN CTY","16"
"","KEYES","50"
"","KEYSTONE","55"
"","KING","30"
"","KING CITY","27"
"","KING SALMON","12"
"","KINGS BEACH","31"
"","KINGS CANYON","54"
"","KINGSBURG","10"
"","KINGSBURG","16"
"","KINGSBURG","54"
"","KINGVALE","29"
"","KIRKWOOD","02"
"","KIRKWOOD","03"
"","KIRKWOOD","31"
"","KIRKWOOD","52"
"","KIT CARSON","03"
"","KLAMATH","08"
"","KLAMATH RIVER","47"
"","KNEELAND","12"
"","KNIGHTS FERRY","50"
"","KNIGHTS LANDING","51"
"","KNIGHTS LANDING","57"
"","KNIGHTS LNDG","57"
"","KNIGHTSEN","07"
"","KORBEL","12"
"","KRAMER JUNCTION","15"
"","KYBURZ","09"
"","LA BARR MEADOWS","29"
"","LA CANADA","19"
"","LA CANADA FLINTRIDGE","19"
"","LA CANADA FLT","19"
"","LA CONCHITA","56"
"","LA CRESCENTA","19"
"","LA GRANGE","22"
"","LA GRANGE","50"
"","LA GRANGE","55"
"","LA HABRA","19"
"","LA HABRA","30"
"","LA HABRA HEIGHTS","19"
"","LA HABRA HEIGHTS","30"
"","LA HABRA HGTS","19"
"","LA HABRA HGTS","30"
"","LA HABRA HTS","19"
"","LA HABRA HTS","30"
"","LA HONDA","41"
"","LA JOLLA","37"
"","LA MESA","37"
"","LA MIRADA","19"
"","LA MIRADA","30"
"","LA PALMA","30"
"","LA PORTE","32"
"","LA PORTE","58"
"","LA PUENTE","19"
"","LA QUINTA","33"
"","LA SELVA BCH","44"
"","LA SELVA BEACH","44"
"","LA SIERRA","33"
"","LA TIJERA","19"
"","LA TUNA CANYON","19"
"","LA VERNE","19"
"","LADERA HEIGHTS","19"
"","LADERA RANCH","30"
"","LAFAYETTE","07"
"","LAGUNA BEACH","30"
"","LAGUNA HILLS","30"
"","LAGUNA NIGUEL","30"
"","LAGUNA WOODS","30"
"","LAGUNITAS","21"
"","LAKE","19"
"","LAKE ALMANOR","18"
"","LAKE ALMANOR","32"
"","LAKE ALMANOR SPORTS & SPIRIT","18"
"","LAKE ALMANOR SPORTS & SPIRIT","32"
"","LAKE ARROWHEAD","36"
"","LAKE BALBOA","19"
"","LAKE CITY","25"
"","LAKE ELIZABETH","19"
"","LAKE ELSINORE","33"
"","LAKE FOREST","30"
"","LAKE FOREST","31"
"","LAKE GREGORY","36"
"","LAKE HUGHES","19"
"","LAKE ISABELLA","15"
"","LAKE LA","19"
"","LAKE LOS ANGELES","19"
"","LAKE MARY","26"
"","LAKE MATHEWS","33"
"","LAKE NACIMIENTO","27"
"","LAKE NACIMIENTO","40"
"","LAKE NATOMA","34"
"","LAKE OF THE PINES","29"
"","LAKE OF THE PINES","31"
"","LAKE OF THE WOODS","15"
"","LAKE SAN MARCOS","37"
"","LAKE SHASTINA","47"
"","LAKE SHERWOOD","56"
"","LAKE VIEW TER","19"
"","LAKE VIEW TERRACE","19"
"","LAKE WILDWOOD","29"
"","LAKEHEAD","45"
"","LAKEPORT","17"
"","LAKESHORE","10"
"","LAKESHORE","31"
"","LAKESHORE LEARNING","19"
"","LAKESIDE","37"
"","LAKEVIEW","33"
"","LAKEVIEW TERRACE","19"
"","LAKEVILLE","49"
"","LAKEWOOD","19"
"","LAMIRADA","19"
"","LAMONT","15"
"","LANCASTER","19"
"","LANDERS","36"
"","LANE","19"
"","LARKFIELD","49"
"","LARKSPUR","21"
"","LAS LOMAS","27"
"","LAS LOMAS","44"
"","LAS PLUMAS","04"
"","LATHROP","39"
"","LATON","10"
"","LATON","16"
"","LATROBE","09"
"","LAWNDALE","19"
"","LAWNDALE","41"
"","LAWS","14"
"","LAYTONVILLE","23"
"","LAYTONVILLE RANCHERIA","23"
"","LE GRAND","24"
"","LEBEC","15"
"","LEE VINING","26"
"","LEESVILLE","06"
"","LEGGETT","23"
"","LEGRAND","43"
"","LEIMERT PARK","19"
"","LEMON COVE","54"
"","LEMON GROVE","37"
"","LEMONCOVE","54"
"","LEMOORE","16"
"","LEMOORE NAS","16"
"","LENNOX","19"
"","LENWOOD","36"
"","LEONA VALLEY","19"
"","LEUCADIA","37"
"","LEWISTON","53"
"","LIBERTY FARMS","48"
"","LIKELY","25"
"","LINCOLN","31"
"","LINCOLN ACRES","37"
"","LINCOLN HEIGHTS","19"
"","LINCOLN HTS","19"
"","LINDA","58"
"","LINDA VISTA","37"
"","LINDCOVE","54"
"","LINDEN","39"
"","LINDSAY","54"
"","LINNELL","54"
"","LITCHFIELD","18"
"","LITTLE LAKE","14"
"","LITTLE RIVER","23"
"","LITTLE VALLEY","18"
"","LITTLE VALLEY","45"
"","LITTLERIVER","23"
"","LITTLEROCK","19"
"","LIVE OAK","34"
"","LIVE OAK","44"
"","LIVE OAK","51"
"","LIVERMORE","01"
"","LIVINGSTON","24"
"","LK ARROWHEAD","36"
"","LK ELSINORE","33"
"","LLANO","19"
"","LOCH LOMOND","17"
"","LOCKE","34"
"","LOCKEFORD","39"
"","LOCKHART","36"
"","LOCKWOOD","27"
"","LODI","39"
"","LODOGA","06"
"","LOLETA","12"
"","LOMA LINDA","36"
"","LOMA MAR","41"
"","LOMA RICA","58"
"","LOMITA","19"
"","LOMPICO","44"
"","LOMPOC","42"
"","LONDON","54"
"","LONE PINE","14"
"","LONG BARN","55"
"","LONG BEACH","19"
"","LONG ISLAND","34"
"","LOOKOUT","25"
"","LOOMIS","31"
"","LOOP","19"
"","LORAINE","15"
"","LOS ALAMITOS","30"
"","LOS ALAMOS","30"
"","LOS ALAMOS","42"
"","LOS ALTOS","43"
"","LOS ALTOS HILLS","43"
"","LOS ANGELES","19"
"","LOS ANGLS AFB","19"
"","LOS BANOS","24"
"","LOS FELIZ","19"
"","LOS GATOS","43"
"","LOS GATOS","44"
"","LOS MOLINOS","52"
"","LOS NIETOS","19"
"","LOS OLIVOS","42"
"","LOS OSOS","40"
"","LOS SERRANOS","36"
"","LOST HILLS","15"
"","LOST LAKE","33"
"","LOTUS","09"
"","LOVELOCK","04"
"","LOWER LAKE","17"
"","LOYALTON","46"
"","LUCERNE","17"
"","LUCERNE VALLEY","36"
"","LUCERNE VLY","36"
"","LUCIA","27"
"","LUDLOW","36"
"","LUGO","19"
"","LYNWOOD","19"
"","LYOTH","39"
"","LYTLE CREEK","36"
"","LYTTON","49"
"","MACDOEL","47"
"","MAD RIVER","12"
"","MAD RIVER","53"
"","MADELINE","18"
"","MADERA","20"
"","MADISON","57"
"","MAGALIA","04"
"","MAGRA","31"
"","MALAGA","10"
"","MALIBU","19"
"","MALIBU","56"
"","MAMMOTH LAKES","26"
"","MANCHESTER","23"
"","MANCHESTER RANCHERIA","23"
"","MANHATTAN BCH","19"
"","MANHATTAN BEACH","19"
"","MANILA","12"
"","MANTECA","39"
"","MANTON","45"
"","MANTON","52"
"","MANZANITA","04"
"","MAR VISTA","19"
"","MARCH AIR RESERVE BASE","33"
"","MARCH ARB","33"
"","MARE ISLAND","48"
"","MARICOPA","15"
"","MARIGOLD","36"
"","MARIN CITY","21"
"","MARINA","27"
"","MARINA DEL REY","19"
"","MARINA DL REY","19"
"","MARINWOOD","21"
"","MARIPOSA","22"
"","MARKET","19"
"","MARKLEEVILLE","02"
"","MARSHALL","21"
"","MARTELL","03"
"","MARTINEZ","07"
"","MARYSVILLE","58"
"","MASSACK","32"
"","MAXWELL","06"
"","MAYWOOD","19"
"","MC FARLAND","15"
"","MC KINLEYVILLE","12"
"","MC KITTRICK","15"
"","MCARTHUR","18"
"","MCARTHUR","45"
"","MCCLELLAN","34"
"","MCCLELLAN AIR FORCE BASE","34"
"","MCCLOUD","47"
"","MCFARLAND","15"
"","MCKINLEYVILLE","12"
"","MCKITTRICK","15"
"","MEAD VALLEY","33"
"","MEADOW VALLEY","32"
"","MEADOW VISTA","31"
"","MEADOWBROOK","33"
"","MECCA","33"
"","MEEKS BAY","09"
"","MEINERS OAKS","56"
"","MENDOCINO","23"
"","MENDOTA","10"
"","MENIFEE","33"
"","MENLO PARK","41"
"","MENLO PK","41"
"","MENTONE","36"
"","MERCED","24"
"","MERIDIAN","51"
"","MESA VERDE","33"
"","MESA VISTA","02"
"","METLER VALLEY","19"
"","METTLER","15"
"","MEYERS","09"
"","MEYERS FLAT","12"
"","MI WUK VILLAGE","55"
"","MI WUK VLG","55"
"","MICHIGAN BLUFF","31"
"","MIDDLETOWN","17"
"","MIDPINES","22"
"","MIDWAY CITY","30"
"","MILFORD","18"
"","MILL CREEK","52"
"","MILL VALLEY","21"
"","MILLBRAE","41"
"","MILLS","38"
"","MILLS ORCHARD","11"
"","MILLVILLE","45"
"","MILPITAS","43"
"","MILTON","05"
"","MINERAL","52"
"","MINKLER","10"
"","MINT CANYON","19"
"","MIRA LOMA","33"
"","MIRA MESA","37"
"","MIRADA","19"
"","MIRAMAR","37"
"","MIRAMONTE","10"
"","MIRAMONTE","54"
"","MIRANDA","12"
"","MISSION HILLS","19"
"","MISSION RAFAEL","21"
"","MISSION SAN JOSE","01"
"","MISSION VALLEY","37"
"","MISSION VIEJO","30"
"","MOCCASIN","55"
"","MOCCASIN CREEK","55"
"","MODESTO","50"
"","MODESTO BRM ZIP","50"
"","MODJESKA","30"
"","MODJESKA CANYON","30"
"","MOFFETT FIELD","43"
"","MOJAVE","15"
"","MOKELUMNE HILL","05"
"","MOKELUMNE HL","05"
"","MONARCH BAY","30"
"","MONARCH BEACH","30"
"","MONO CITY","26"
"","MONO HOT SPGS","10"
"","MONO HOT SPRINGS","10"
"","MONO LAKE","26"
"","MONOLITH","15"
"","MONROVIA","19"
"","MONT PARK","19"
"","MONT PK","19"
"","MONTAGUE","47"
"","MONTALVO","56"
"","MONTARA","41"
"","MONTCLAIR","36"
"","MONTE NIDO","19"
"","MONTE RIO","49"
"","MONTE SERENO","43"
"","MONTE VISTA","36"
"","MONTE VISTA","43"
"","MONTEBELLO","19"
"","MONTECITO","42"
"","MONTEREY","27"
"","MONTEREY PARK","19"
"","MONTEREY PK","19"
"","MONTGOMERY CREEK","45"
"","MONTGOMRY CRK","45"
"","MONTROSE","19"
"","MOONRIDGE","36"
"","MOORPARK","56"
"","MORADA","39"
"","MORAGA","07"
"","MORENO","33"
"","MORENO VALLEY","33"
"","MORGAN HILL","43"
"","MORMON ISLAND","34"
"","MORONGO VALLEY","36"
"","MORONGO VLY","36"
"","MORRO BAY","40"
"","MOSS BEACH","41"
"","MOSS LANDING","27"
"","MOUNT AUKUM","03"
"","MOUNT AUKUM","09"
"","MOUNT BALDY","36"
"","MOUNT EDEN","01"
"","MOUNT HAMILTON","43"
"","MOUNT HERMON","44"
"","MOUNT LAGUNA","37"
"","MOUNT MESA","15"
"","MOUNT SHASTA","47"
"","MOUNT SIGNAL","13"
"","MOUNT WILSON","19"
"","MOUNTAIN CENTER","33"
"","MOUNTAIN CTR","33"
"","MOUNTAIN GATE","45"
"","MOUNTAIN HOME VILLAGE","36"
"","MOUNTAIN HOUSE","39"
"","MOUNTAIN MESA","15"
"","MOUNTAIN PASS","36"
"","MOUNTAIN RANCH","05"
"","MOUNTAIN VIEW","43"
"","MT BALDY","19"
"","MT HAMILTON","43"
"","MT VIEW","43"
"","MTN HOUSE","39"
"","MTN RANCH","05"
"","MUIR BEACH","21"
"","MUIR WOODS","21"
"","MURPHYS","05"
"","MURRAY","16"
"","MURRIETA","33"
"","MURRIETA HOT SPRINGS","33"
"","MUSCOY","36"
"","MYERS FLAT","12"
"","N HIGHLANDS","34"
"","N HOLLYWOOD","19"
"","N PALM SPGS","33"
"","N PALM SPRINGS","33"
"","N RICHMOND","07"
"","N SAN JUAN","29"
"","NACIMIENTO LAKE","27"
"","NACIMIENTO LAKE","40"
"","NAPA","28"
"","NAPA","48"
"","NAPLES","19"
"","NAS LEMOORE","16"
"","NASHVILLE","09"
"","NATIONAL CITY","37"
"","NAVAL BASE VENTURA COUNTY","56"
"","NAVARRO","23"
"","NAVELENCIA","10"
"","NEEDLES","36"
"","NEENACH","19"
"","NELSON","04"
"","NESTOR","37"
"","NEVADA CITY","29"
"","NEW ALMADEN","43"
"","NEW CUYAMA","42"
"","NEW IDRIA","35"
"","NEW PINE CREEK","25"
"","NEWARK","01"
"","NEWBERRY","36"
"","NEWBERRY SPGS","36"
"","NEWBERRY SPRINGS","36"
"","NEWBURY PARK","56"
"","NEWCASTLE","31"
"","NEWELL","25"
"","NEWELL","47"
"","NEWHALL","19"
"","NEWMAN","24"
"","NEWMAN","50"
"","NEWPORT BEACH","30"
"","NEWPORT COAST","30"
"","NEWTOWN","09"
"","NEWVILLE","11"
"","NICASIO","21"
"","NICE","17"
"","NICOLAUS","51"
"","NILAND","13"
"","NIMBUS","34"
"","NIMSHEW","04"
"","NIPINNAWASSEE","20"
"","NIPOMO","40"
"","NIPTON","36"
"","NO PALM SPRINGS","33"
"","NORCO","33"
"","NORD","04"
"","NORDEN","29"
"","NORDEN","31"
"","NORTH BLOOMFIELD","29"
"","NORTH COLUMBIA","29"
"","NORTH EDWARDS","15"
"","NORTH FORK","20"
"","NORTH HIGHLANDS","34"
"","NORTH HILLS","19"
"","NORTH HOLLYWOOD","19"
"","NORTH ISLAND","37"
"","NORTH LOMA LINDA","36"
"","NORTH LONG BEACH","19"
"","NORTH PALM SPRINGS","33"
"","NORTH RICHMOND","07"
"","NORTH SACRAMENTO","34"
"","NORTH SAN JUAN","29"
"","NORTH SAN JUAN","46"
"","NORTH SHORE","33"
"","NORTH STAR","31"
"","NORTH TUSTIN","30"
"","NORTHCREST","08"
"","NORTHRIDGE","19"
"","NORTHSTAR","29"
"","NORWALK","19"
"","NOVATO","21"
"","NOYO","23"
"","NUBIEBER","18"
"","NUEVO","33"
"","NUT TREE","48"
"","NYLAND ACRES","56"
"","O NEALS","20"
"","OAK","45"
"","OAK GLEN","36"
"","OAK GROVE","04"
"","OAK HILLS","36"
"","OAK PARK","19"
"","OAK PARK","56"
"","OAK RUN","45"
"","OAK SHORES","27"
"","OAK VIEW","56"
"","OAKDALE","39"
"","OAKDALE","50"
"","OAKHURST","20"
"","OAKLAND","01"
"","OAKLAND","07"
"","OAKLEY","07"
"","OAKVILLE","28"
"","OAKWOOD","19"
"","OBRIEN","45"
"","OCCIDENTAL","49"
"","OCEAN BEACH","37"
"","OCEAN PARK","19"
"","OCEANO","40"
"","OCEANSIDE","37"
"","OCOTILLO","13"
"","OILDALE","15"
"","OJAI","56"
"","OLANCHA","14"
"","OLD SHASTA","45"
"","OLD STATION","45"
"","OLEMA","21"
"","OLINDA","45"
"","OLIVEHURST","58"
"","OLIVENHAIN","37"
"","OLYMPIA","44"
"","OLYMPIC VALLEY","31"
"","OLYMPIC VLY","31"
"","OMO RANCH","09"
"","ONE HUNDRED PALMS","33"
"","ONEALS","20"
"","ONO","45"
"","ONTARIO","36"
"","ONYX","15"
"","OPHIR","31"
"","ORANGE","30"
"","ORANGE COVE","10"
"","ORANGEVALE","34"
"","ORCUTT","42"
"","ORDBEND","11"
"","OREGON CITY","04"
"","OREGON HOUSE","58"
"","ORICK","12"
"","ORINDA","07"
"","ORLAND","11"
"","ORLAND","52"
"","ORLEANS","12"
"","ORO GRANDE","36"
"","OROSI","54"
"","OROVILLE","04"
"","OROVILLE","32"
"","OUT OF STATE","98"
"","OUTINGDALE","09"
"","OXNARD","56"
"","PACHECO","07"
"","PACIFIC","19"
"","PACIFIC AREA OFFICE","38"
"","PACIFIC BEACH","37"
"","PACIFIC GROVE","27"
"","PACIFIC HOUSE","09"
"","PACIFIC PALISADES","19"
"","PACIFIC PLSDS","19"
"","PACIFIC VALLEY","27"
"","PACIFICA","41"
"","PACOIMA","19"
"","PAICINES","35"
"","PAINTERSVILLE","34"
"","PAJARO","27"
"","PAJARO","44"
"","PALA","37"
"","PALERMO","04"
"","PALM DESERT","33"
"","PALM SPRINGS","33"
"","PALMDALE","19"
"","PALMS","19"
"","PALO ALTO","41"
"","PALO ALTO","43"
"","PALO CEDRO","45"
"","PALO VERDE","13"
"","PALOMAR MOUNTAIN","37"
"","PALOMAR MTN","37"
"","PALOMAR PARK","41"
"","PALOS VERDES","19"
"","PALOS VERDES ESTATES","19"
"","PALOS VERDES PENINSULA","19"
"","PANAMINT SPRINGS","14"
"","PANOCHE","35"
"","PANORAMA CITY","19"
"","PARADISE","04"
"","PARADISE PARK","44"
"","PARADISE PINES","04"
"","PARAMOUNT","19"
"","PARKER DAM","36"
"","PARKFIELD","40"
"","PARLIER","10"
"","PASADENA","19"
"","PASKENTA","52"
"","PASO ROBLES","40"
"","PATTERSON","50"
"","PATTON","36"
"","PATTON VILLAGE","18"
"","PAUMA VALLEY","37"
"","PAYNES CREEK","52"
"","PEANUT","53"
"","PEARBLOSSOM","19"
"","PEARDALE","29"
"","PEARSONVILLE","14"
"","PEARSONVILLE","15"
"","PEBBLE BEACH","27"
"","PEDDLER HILL","02"
"","PEDLEY","33"
"","PENN VALLEY","29"
"","PENNGROVE","49"
"","PENNINGTON","51"
"","PENRYN","31"
"","PENTZ","04"
"","PERMANENTE","43"
"","PERRIS","33"
"","PESCADERO","41"
"","PETALUMA","21"
"","PETALUMA","49"
"","PETROLIA","12"
"","PHELAN","36"
"","PHILLIPS RANCH","19"
"","PHILLIPS RNCH","19"
"","PHILLIPSVILLE","12"
"","PHILO","23"
"","PICO HEIGHTS","19"
"","PICO RIVERA","19"
"","PIEDMONT","01"
"","PIEDMONTXXX","01"
"","PIEDRA","10"
"","PIERCY","23"
"","PIKE","29"
"","PIKE","46"
"","PIKE CITY","46"
"","PILOT HILL","09"
"","PINE BLUFF","34"
"","PINE COVE","33"
"","PINE FLAT","54"
"","PINE GROVE","03"
"","PINE GROVE","45"
"","PINE MOUNTAIN","15"
"","PINE MOUNTAIN CLUB","15"
"","PINE MOUNTAIN LAKE","55"
"","PINE VALLEY","37"
"","PINECREST","55"
"","PINEDALE","10"
"","PINEHURST","10"
"","PINERIDGE","10"
"","PINNACLES","35"
"","PINOLE","07"
"","PINON HILLS","36"
"","PINYON PINES","33"
"","PIONEER","02"
"","PIONEER","03"
"","PIONEER POINT","36"
"","PIONEER TOWN","36"
"","PIONEERTOWN","36"
"","PIRU","56"
"","PISMO BEACH","40"
"","PITTSBURG","07"
"","PITTVILLE","18"
"","PITTVILLE","45"
"","PIXLEY","54"
"","PLACENTIA","30"
"","PLACERVILLE","09"
"","PLAINVIEW","54"
"","PLANADA","24"
"","PLANO","54"
"","PLANTATION","49"
"","PLATINA","45"
"","PLATINA","52"
"","PLAYA","30"
"","PLAYA DEL REY","19"
"","PLAYA VISTA","19"
"","PLEASANT GROVE","31"
"","PLEASANT GROVE","51"
"","PLEASANT GRV","51"
"","PLEASANT HILL","07"
"","PLEASANT VALLEY","09"
"","PLEASANTON","01"
"","PLS VRDS EST","19"
"","PLS VRDS PNSL","19"
"","PLUMAS LAKE","58"
"","PLYMOUTH","03"
"","POINT ARENA","23"
"","POINT MUGU","56"
"","POINT MUGU NAWC","56"
"","POINT REYES STATION","21"
"","POINT RICHMOND","07"
"","POINT SUR","27"
"","POLLOCK PINES","09"
"","POMONA","19"
"","POMONA","36"
"","POND","15"
"","POPE VALLEY","28"
"","POPLAR","54"
"","PORT CHICAGO","07"
"","PORT COSTA","07"
"","PORT HUENEME","56"
"","PORTER RANCH","19"
"","PORTERVILLE","54"
"","PORTOLA","32"
"","PORTOLA HILLS","30"
"","PORTOLA VALLEY","41"
"","PORTOLA VALLY","41"
"","POSEY","54"
"","POST OFFICE","30"
"","POTRERO","37"
"","POTTER VALLEY","23"
"","POWAY","37"
"","POZO","40"
"","PRATHER","10"
"","PRATTVILLE","32"
"","PRESIDIO","38"
"","PRESIDIO MTRY","27"
"","PRESIDIO OF MONTEREY","27"
"","PRESIDIO OF SAN FRANCISCO","38"
"","PREUSS","19"
"","PRINCETON","06"
"","PRINCETON","11"
"","PRINCETON BY THE SEA","41"
"","PROBERTA","52"
"","PROJECT CITY","45"
"","PROSSER LAKEVIEW","29"
"","PRT HUENEME","56"
"","PRUNEDALE","27"
"","PT MUGU NAWC","56"
"","PT REYES STA","21"
"","PT RICHMOND","07"
"","PUDDING CREEK","23"
"","PULGA","04"
"","PUMPKIN CENTER","15"
"","PUMPKIN CTR","15"
"","QUAIL VALLEY","33"
"","QUARTZ HILL","19"
"","QUINCY","32"
"","RACKERBY","58"
"","RAGGED POINT","40"
"","RAIL RD FLAT","05"
"","RAIL ROAD FLAT","05"
"","RAILROAD FLAT","05"
"","RAINBOW","18"
"","RAINBOW","37"
"","RAISIN","10"
"","RAISIN CITY","10"
"","RAMONA","37"
"","RANCHITA","37"
"","RANCHO BELAGO","33"
"","RANCHO BERNARDO","37"
"","RANCHO CALIFORNIA","33"
"","RANCHO CALIFORNIA","36"
"","RANCHO CORDOVA","34"
"","RANCHO CUCAMONGA","36"
"","RANCHO DOMINGUEZ","19"
"","RANCHO LA TUNA CANYON","19"
"","RANCHO MIRAGE","33"
"","RANCHO MURIETA","34"
"","RANCHO PALOS VERDES","19"
"","RANCHO PARK","19"
"","RANCHO SANTA FE","37"
"","RANCHO SANTA MARGARITA","30"
"","RANCHO STA MARG","30"
"","RANCHO TEHAMA","52"
"","RANDALL ISLAND","34"
"","RANDSBURG","15"
"","RAVENDALE","18"
"","RAYMOND","20"
"","RCH CUCAMONGA","36"
"","RCH PALOS VRD","19"
"","RCHO SANTA FE","37"
"","RCHO STA MARG","30"
"","RED BLUFF","52"
"","RED MOUNTAIN","36"
"","REDCREST","12"
"","REDDING","45"
"","REDLANDS","36"
"","REDONDO BEACH","19"
"","REDWAY","12"
"","REDWOOD CITY","41"
"","REDWOOD EST","43"
"","REDWOOD ESTATES","43"
"","REDWOOD LODGE","23"
"","REDWOOD VALLEY","23"
"","REDWOOD VLY","23"
"","REEDLEY","10"
"","REEDLEY","54"
"","RENAISSANCE","58"
"","REPRESA","34"
"","RESCUE","09"
"","RESEDA","19"
"","RESIGHINI RANCHERIA","12"
"","RIALTO","36"
"","RICHARDSON SPRINGS","04"
"","RICHFIELD","52"
"","RICHGROVE","54"
"","RICHMOND","07"
"","RICHVALE","04"
"","RIDGECREST","15"
"","RIDGECREST","36"
"","RIDGEWOOD","31"
"","RIMFOREST","36"
"","RIMPAU","19"
"","RIMROCK","36"
"","RIO DEL MAR","44"
"","RIO DELL","12"
"","RIO LINDA","34"
"","RIO NIDO","49"
"","RIO OSO","51"
"","RIO VISTA","34"
"","RIO VISTA","48"
"","RIPLEY","33"
"","RIPON","39"
"","RIVER KERN","15"
"","RIVER PINES","03"
"","RIVERBANK","50"
"","RIVERDALE","10"
"","RIVERDALE","16"
"","RIVERSIDE","33"
"","RIVERTON","09"
"","RLLNG HLS EST","19"
"","RMX","36"
"","RNCHO CORDOVA","34"
"","RNCHO DOMINGZ","19"
"","RNCHO MURIETA","34"
"","ROBBINS","51"
"","ROBINSON RANCH","30"
"","ROBINSON RNCH","30"
"","ROBINSONS CORNER","04"
"","ROBLES DEL RIO","27"
"","ROCK CREEK","32"
"","ROCK CREST","32"
"","ROCKLIN","31"
"","ROCKPORT","23"
"","RODALE PRESS","19"
"","RODEO","07"
"","ROGERS FLAT","32"
"","ROHNERT PARK","49"
"","ROLAND HEIGHTS","19"
"","ROLINDA","10"
"","ROLLING HILLS","19"
"","ROLLING HILLS ESTATES","19"
"","ROMOLA","36"
"","ROMOLAND","33"
"","ROOSEVELT CORNER","19"
"","ROSAMOND","15"
"","ROSELAND","49"
"","ROSEMEAD","19"
"","ROSEVILLE","31"
"","ROSEWOOD","12"
"","ROSEWOOD","19"
"","ROSS","21"
"","ROSSMOOR","30"
"","ROUGH AND READY","29"
"","ROUGH READY","29"
"","ROUND MOUNTAIN","45"
"","ROUND MTN","45"
"","ROUND VALLEY","14"
"","ROVANA","14"
"","ROWLAND HEIGHTS","19"
"","ROWLAND HGHTS","19"
"","ROWLAND HGTS","19"
"","ROYAL OAKS","27"
"","ROYAL OAKS","44"
"","RSM","30"
"","RUBICON BAY","09"
"","RUBIDOUX","33"
"","RUMSEY","57"
"","RUNNING SPGS","36"
"","RUNNING SPRINGS","36"
"","RUSSIAN RIVER","49"
"","RUSSIAN RIVER MDWS","49"
"","RUTH","12"
"","RUTH","53"
"","RUTHERFORD","28"
"","RYAN","14"
"","RYDE","34"
"","RYER ISLAND","34"
"","S DOS PALOS","24"
"","S EL MONTE","19"
"","S LAKE TAHOE","09"
"","S PASADENA","19"
"","S SAN FRAN","41"
"","S SAN FRANCISCO","41"
"","SACRAMENTO","34"
"","SAGE","33"
"","SAINT HELENA","28"
"","SALIDA","50"
"","SALINAS","27"
"","SALMON CREEK","49"
"","SALTON CITY","13"
"","SALTON SEA BEACH","13"
"","SALTON SEA BEACH","33"
"","SALYER","53"
"","SAMOA","12"
"","SAN ANDREAS","05"
"","SAN ANSELMO","21"
"","SAN ANTONIO","21"
"","SAN ARDO","27"
"","SAN BENITO","35"
"","SAN BERNADINO STATE COLLEGE","36"
"","SAN BERNARDINO","36"
"","SAN BRUNO","41"
"","SAN BUENAVENTURA","56"
"","SAN CARLOS","41"
"","SAN CLEMENTE","30"
"","SAN DIEGO","37"
"","SAN DIEGO NAVAL STATION","37"
"","SAN DIMAS","19"
"","SAN FERNANDO","19"
"","SAN FRANCISCO","38"
"","SAN FRANCISCO","41"
"","SAN GABRIEL","19"
"","SAN GERONIMO","21"
"","SAN GREGORIO","41"
"","SAN JACINTO","33"
"","SAN JOAQUIN","10"
"","SAN JOSE","43"
"","SAN JUAN BAUTISTA","35"
"","SAN JUAN CAPISTRANO","30"
"","SAN JUAN CAPO","30"
"","SAN LEANDRO","01"
"","SAN LORENZO","01"
"","SAN LUCAS","27"
"","SAN LUIS OBISPO","40"
"","SAN LUIS REY","37"
"","SAN MARCOS","37"
"","SAN MARIN","21"
"","SAN MARINO","19"
"","SAN MARTIN","43"
"","SAN MATEO","41"
